delta,alpha,steady_time
0.09183673469387754,0.9693877551020407,76.10000000000001
0.09183673469387754,1.010204081632653,75.97
0.09183673469387754,1.0510204081632653,75.88
0.09183673469387754,1.0918367346938773,75.81
0.09183673469387754,1.1326530612244896,75.75
0.09183673469387754,1.173469387755102,75.7
0.09183673469387754,1.2142857142857142,75.65
0.09183673469387754,1.2551020408163265,75.59
0.09183673469387754,1.2959183673469385,75.13
0.09183673469387754,1.3367346938775508,75.04
0.09183673469387754,1.3775510204081631,74.96000000000001
0.09183673469387754,1.4183673469387754,74.88
0.09183673469387754,1.4591836734693877,74.8
0.09183673469387754,1.5,74.72
0.1020408163265306,-0.5,82.3
0.1020408163265306,-0.45918367346938777,87.61
0.1020408163265306,-0.41836734693877553,91.87
0.1020408163265306,-0.37755102040816324,139.38
0.1020408163265306,-0.33673469387755106,108.55
0.1020408163265306,-0.29591836734693877,73.0
0.1020408163265306,-0.25510204081632654,149.99
0.1020408163265306,-0.2142857142857143,149.99
0.1020408163265306,-0.17346938775510207,94.54
0.1020408163265306,-0.13265306122448983,47.160000000000004
0.1020408163265306,-0.0918367346938776,50.17
0.1020408163265306,-0.05102040816326536,71.13
0.1020408163265306,-0.010204081632653073,57.24
0.1020408163265306,0.030612244897959107,39.85
0.1020408163265306,0.0714285714285714,87.93
0.1020408163265306,0.11224489795918358,66.26
0.1020408163265306,0.15306122448979587,60.230000000000004
0.1020408163265306,0.19387755102040816,46.71
0.1020408163265306,0.23469387755102034,58.49
0.1020408163265306,0.2755102040816326,46.95
0.1020408163265306,0.3163265306122448,50.300000000000004
0.1020408163265306,0.3571428571428571,56.81
0.1020408163265306,0.3979591836734693,78.13
0.1020408163265306,0.43877551020408156,75.86
0.1020408163265306,0.47959183673469385,74.83
0.1020408163265306,0.5204081632653061,74.08
0.1020408163265306,0.5612244897959182,73.43
0.1020408163265306,0.6020408163265305,73.13
0.1020408163265306,0.6428571428571428,72.76
0.1020408163265306,0.6836734693877551,72.45
0.1020408163265306,0.7244897959183672,71.89
0.1020408163265306,0.7653061224489794,71.77
0.1020408163265306,0.8061224489795917,71.66
0.1020408163265306,0.846938775510204,71.51
0.1020408163265306,0.8877551020408163,71.36
0.1020408163265306,0.9285714285714284,71.21000000000001
0.1020408163265306,0.9693877551020407,71.06
0.1020408163265306,1.010204081632653,70.91
0.1020408163265306,1.0510204081632653,70.4
0.1020408163265306,1.0918367346938773,70.29
0.1020408163265306,1.1326530612244896,70.2
0.1020408163265306,1.173469387755102,70.13
0.1020408163265306,1.2142857142857142,70.06
0.1020408163265306,1.2551020408163265,70.0
0.1020408163265306,1.2959183673469385,69.94
